Time,Power
20180105_21,240.88
20180105_22,228.864
20180106_0,136.256
20180106_1,129.376
20180106_2,113.376
20180106_3,112.976
20180106_4,113.104
20180106_5,114.8
20180106_6,122.048
20180106_7,116.368
20180106_8,200.096
20180106_9,208.464
20180106_10,219.632
20180106_11,227.024
20180106_12,231.744
20180106_13,234.128
20180106_14,233.28
20180106_15,249.92
20180106_16,244.88
20180106_17,183.936
20180106_18,136.032
20180106_19,227.504
20180106_20,217.536
20180106_21,219.344
20180106_22,213.2
20180106_23,203.072
20180107_0,110.368
20180107_1,102.544
20180107_2,99.68
20180107_3,100.72
20180107_4,98.608
20180107_5,96.368
20180107_6,98.224
20180107_7,94.496
20180107_8,96.976
20180107_9,92.832
20180107_10,108.24
20180107_11,109.984
20180107_12,110.752
20180107_13,109.04
20180107_14,108.272
20180107_15,113.712
20180107_16,125.456
20180107_17,127.104
20180107_18,117.52
20180107_19,120.576
20180107_20,125.968
20180107_21,127.2
20180107_22,115.856
20180107_23,123.28
20180108_0,122.976
20180108_2,117.952
20180108_3,116.496
20180108_5,107.28
20180108_6,107.632
20180108_7,109.232
20180108_8,107.856
20180108_9,104.336
20180108_10,106.736
20180108_11,111.184
20180108_13,115.584
20180108_14,132.288
20180108_15,131.088
20180108_16,139.552
20180108_18,153.504
20180108_19,145.472
20180108_20,147.632
20180108_21,144.8
20180108_22,142.528
20180108_23,138.928
20180109_0,128.8
20180109_1,131.568
20180109_2,124.768
20180109_3,116.304
20180109_4,111.152
20180109_5,100.4
20180109_6,102.544
20180109_7,132.56
20180109_8,212.48
20180109_9,222.768
20180109_10,241.776
20180109_11,247.76
20180109_12,246.384
20180109_13,254.944
20180109_14,263.248
20180109_15,256.112
20180109_16,272.464
20180109_17,203.504
20180109_18,145.792
20180109_19,241.216
20180109_21,235.104
20180109_22,235.568
20180109_23,211.232
20180110_0,116.784
20180110_2,100.112
20180110_3,91.12
20180110_4,88.592
20180110_7,89.808
20180110_8,186.224
20180110_9,210.032
20180110_10,234.912
20180110_11,242.336
20180110_12,231.728
20180110_13,253.28
20180110_14,249.024
20180110_15,257.216
20180110_16,264.24
20180110_18,156.784
20180110_19,252.384
20180110_20,257.184
20180110_21,250.4
20180110_22,240.928
20180111_0,125.424
20180111_1,116.544
20180111_2,113.92
20180111_3,113.12
20180111_4,115.424
20180111_6,109.808
20180111_7,115.744
20180111_9,224.512
20180111_10,250.224
20180111_11,243.408
20180111_12,237.376
20180111_13,249.248
20180111_14,269.504
20180111_15,270.576
20180111_16,285.152
20180111_17,227.872
20180111_18,184.768
20180111_19,284.624
20180111_20,284.016
20180111_21,275.6
20180111_22,250.432
20180112_0,130.112
20180112_1,129.888
20180112_2,124.448
20180112_4,123.04
20180112_5,121.344
20180112_6,118.768
20180112_7,120.72
20180112_8,207.984
20180112_9,232.48
20180112_10,248.608
20180112_11,255.872
20180112_12,252.72
20180112_13,253.696
20180112_14,253.52
20180112_15,280.176
20180112_16,282.72
20180112_17,233.28
20180112_18,169.152
20180112_19,270.208
20180112_20,278.512
20180112_21,262.224
20180112_22,254.24
20180112_23,231.424
20180113_0,122.416
20180113_1,115.008
20180113_2,114.752
20180113_4,172.32
20180113_5,202.272
20180113_6,198.096
20180113_7,196.48
20180113_8,196.416
20180113_9,208.576
20180113_10,235.888
20180113_11,254.432
20180113_12,238.624
20180113_13,261.776
20180113_14,260.944
20180113_15,264.416
20180113_17,202.752
20180113_18,151.2
20180113_19,245.888
20180113_20,241.28
20180113_21,237.728
20180113_22,231.424
20180113_23,210.816
20180114_0,123.616
20180114_1,114.208
20180114_2,115.264
20180114_4,108.224
20180114_5,105.472
20180114_8,102.976
20180114_10,117.024
20180114_11,105.728
20180114_12,100.16
20180114_13,102.016
20180114_14,119.552
20180114_15,127.68
20180114_16,127.168
20180114_17,126.464
20180114_19,130.112
20180114_20,130.048
20180114_23,131.296
20180115_0,119.424
20180115_1,116.96
20180115_2,115.872
20180115_3,112.032
20180115_4,106.016
20180115_5,100.768
20180115_6,95.776
20180115_7,98.112
20180115_8,94.688
20180115_9,93.664
20180115_11,97.568
20180115_12,98.528
20180115_14,119.712
20180115_15,128.32
20180115_16,130.624
20180115_18,127.712
20180115_19,129.12
20180115_20,134.048
20180115_21,137.952
20180115_22,137.6
20180115_23,136.992
20180116_1,123.936
20180116_2,113.792
20180116_3,108.768
20180116_4,107.936
20180116_5,105.664
20180116_6,106.528
20180116_7,131.36
20180116_8,199.648
20180116_9,198.976
20180116_10,222.528
20180116_11,223.872
20180116_12,224.224
20180116_13,218.88
20180116_14,219.168
20180116_15,165.376
20180116_16,145.984
20180116_17,147.584
20180116_18,145.344
20180116_19,238.88
20180116_20,233.472
20180116_21,224.832
20180116_22,217.536
20180116_23,212.096
20180117_0,113.376
20180117_1,104
20180117_2,97.408
20180117_3,97.28
20180117_4,88.544
20180117_5,96.704
20180117_6,92.736
20180117_7,92.672
20180117_8,181.056
20180117_9,187.136
20180117_10,199.456
20180117_11,215.36
20180117_12,220.256
20180117_13,223.456
20180117_14,233.536
20180117_15,246.4
20180117_16,243.2
20180117_17,194.816
20180117_18,143.84
20180117_19,232.768
20180117_20,232.352
20180117_21,224.448
20180117_22,213.856
20180117_23,203.296
20180118_0,111.488
20180118_1,108.96
20180118_2,100.864
20180118_3,97.824
20180118_4,94.016
20180118_5,96.48
20180118_6,100.032
20180118_7,97.92
20180118_8,194.144
20180118_9,200.096
20180118_10,216.384
20180118_11,224.704
20180118_12,223.296
20180118_13,222.08
20180118_14,233.92
20180118_15,227.168
20180118_16,227.584
20180118_17,173.824
20180118_18,113.824
20180118_19,212.16
20180118_20,220.352
20180118_22,210.24
20180118_23,198.816
20180119_0,105.792
20180119_1,98.464
20180119_2,93.568
20180119_3,91.456
20180119_4,93.632
20180119_5,93.632
20180119_6,95.776
20180119_7,91.872
20180119_8,192.608
20180119_9,194.432
20180119_10,201.344
20180119_11,204.064
20180119_12,205.824
20180119_13,214.336
20180119_14,218.688
20180119_15,0
20180119_16,0
20180119_17,171.488
20180119_18,114.272
20180119_19,208.32
20180119_20,209.12
20180119_22,205.376
20180120_0,100.448
20180120_2,95.968
20180120_3,94.112
20180120_4,89.216
20180120_6,94.08
20180120_7,97.952
20180120_8,192.224
20180120_10,216.288
20180120_11,214.144
20180120_12,200.192
20180120_13,204.352
20180120_14,217.28
20180120_15,221.408
20180120_16,225.888
20180120_17,177.92
20180120_18,120.288
20180120_19,205.152
20180120_20,207.488
20180120_21,213.376
20180120_22,221.504
20180120_23,208.416
20180121_0,109.44
20180121_1,103.744
20180121_2,102.016
20180121_4,102.656
20180121_5,105.76
20180121_6,101.472
20180121_8,99.168
20180121_9,103.36
20180121_10,106.176
20180121_11,99.232
20180121_12,98.368
20180121_13,102.784
20180121_14,104.448
20180121_15,104.416
20180121_17,115.552
20180121_18,110.912
20180121_19,114.688
20180121_20,114.048
20180121_21,109.472
20180121_22,106.944
20180121_23,106.112
20180122_0,111.968
20180122_1,110.944
20180122_2,106.368
20180122_3,103.808
20180122_4,99.776
20180122_6,96.128
20180122_8,99.552
20180122_9,92.704
20180122_10,89.536
20180122_11,100.352
20180122_12,100.032
20180122_13,104
20180122_14,106.144
20180122_15,121.856
20180122_16,121.664
20180122_17,125.952
20180122_18,124.704
20180122_19,130.912
20180122_20,128.48
20180122_21,131.776
20180122_22,142.272
20180122_23,128.224
20180123_0,121.056
20180123_1,113.728
20180123_2,115.424
20180123_3,110.112
20180123_5,97.728
20180123_6,93.888
20180123_7,119.872
20180123_8,203.104
20180123_9,216.448
20180123_11,258.752
20180123_13,238.24
20180123_14,256.832
20180123_15,247.136
20180123_16,242.912
20180123_17,198.656
20180123_18,140.544
20180123_19,226.048
20180123_20,236.288
20180123_21,220.128
20180123_23,218.112
20180124_0,115.584
20180124_1,118.784
20180124_3,116.864
20180124_4,117.12
20180124_5,113.888
20180124_6,113.408
20180124_7,111.36
20180124_8,211.04
20180124_9,227.264
20180124_10,249.76
20180124_11,257.856
20180124_12,260.096
20180124_13,262.784
20180124_14,263.616
20180124_16,263.872
20180124_17,225.504
20180124_18,175.904
20180124_19,251.264
20180124_20,246.464
20180124_21,250.432
20180124_22,243.84
20180124_23,223.552
20180125_0,126.848
20180125_1,128.448
20180125_2,123.808
20180125_3,130.304
20180125_4,214.464
20180125_5,214.56
20180125_6,216.928
20180125_7,218.304
20180125_8,211.744
20180125_9,218.496
20180125_11,278.016
20180125_12,279.2
20180125_13,293.632
20180125_14,290.112
20180125_15,296.864
20180125_16,288.192
20180125_17,236.096
20180125_19,290.208
20180125_20,289.312
20180125_21,280.928
20180125_22,269.92
20180125_23,250.976
20180126_0,186.336
20180126_2,228.032
20180126_3,226.784
20180126_5,207.584
20180126_6,208.672
20180126_7,204.032
20180126_8,211.456
20180126_9,224.416
20180126_10,255.328
20180126_11,253.12
20180126_12,254.56
20180126_13,266.976
20180126_14,255.488
20180126_15,248.224
20180126_16,252.352
20180126_17,250.688
20180126_18,276.16
20180126_19,268
20180126_20,260.832
20180126_21,245.632
20180126_22,246.912
20180127_0,190.688
20180127_2,205.312
20180127_3,197.248
20180127_4,195.904
20180127_5,194.368
20180127_6,185.248
20180127_7,185.408
20180127_8,187.84
20180127_9,200.512
20180127_10,244.704
20180127_11,265.984
20180127_12,260.352
20180127_14,256.064
20180127_15,261.28
20180127_16,269.76
20180127_17,261.248
20180127_18,259.712
20180127_19,243.552
20180127_20,249.152
20180127_21,237.312
20180127_22,244.544
20180128_0,128.576
20180128_1,175.776
20180128_2,208.864
20180128_3,199.808
20180128_4,195.552
20180128_5,196.48
20180128_6,190.624
20180128_7,190.048
20180128_8,192.224
20180128_9,191.264
20180128_10,185.92
20180128_11,191.584
20180128_12,102.496
20180128_13,91.904
20180128_14,96.448
20180128_15,106.56
20180128_17,126.688
20180128_18,130.528
20180128_19,130.624
20180128_21,128.992
20180128_22,140.736
20180128_23,141.152
20180129_0,134.112
20180129_1,122.208
20180129_2,113.952
20180129_5,104.672
20180129_6,109.792
20180129_7,100.384
20180129_8,92.096
20180129_9,91.552
20180129_11,89.28
20180129_12,89.952
20180129_13,98.4
20180129_14,116.672
20180129_15,134.816
20180129_16,143.488
20180129_17,143.296
20180129_18,155.328
20180129_19,162.752
20180129_20,172.096
20180129_21,178.816
20180129_22,172.64
20180129_23,163.872
20180130_0,153.376
20180130_1,137.664
20180130_2,140
20180130_3,131.904
20180130_5,117.152
20180130_6,119.296
20180130_7,159.52
20180130_8,219.072
20180130_9,227.296
20180130_10,263.84
20180130_11,273.376
20180130_12,261.344
20180130_13,299.744
20180130_15,287.168
20180130_16,294.752
20180130_17,232.32
20180130_18,182.4
20180130_19,264.448
20180130_20,263.744
20180130_21,249.376
20180130_23,240.096
20180131_0,137.024
20180131_1,128.288
20180131_2,117.024
20180131_3,117.792
20180131_4,196.992
20180131_5,195.904
20180131_6,200.416
20180131_7,195.616
20180131_8,199.392
20180131_9,203.04
20180131_10,226.176
20180131_11,244.192
20180131_12,230.592
20180131_14,241.44
20180131_15,251.52
20180131_17,190.88
20180131_18,163.712
20180131_19,258.624
20180131_20,243.168
20180131_21,232.832
20180131_23,213.728
20180201_0,124.576
20180201_1,108.256
20180201_2,105.728
20180201_3,90.4
20180201_5,86.976
20180201_6,90.4
20180201_7,92.096
20180201_8,182.24
20180201_9,187.488
20180201_10,221.6
20180201_11,226.848
20180201_12,216.288
20180201_13,238.016
20180201_15,249.888
20180201_16,239.456
20180201_17,164.544
20180201_18,165.6
20180201_21,231.744
20180201_23,203.776
20180202_0,106.592
20180202_1,115.2
20180202_2,106.4
20180202_3,105.248
20180202_4,102.944
20180202_5,101.792
20180202_6,102.048
20180202_7,94.656
20180202_8,175.52
20180202_9,181.344
20180202_10,200.672
20180202_11,201.76
20180202_12,204.832
20180202_13,218.656
20180202_14,216.448
20180202_15,216.544
20180202_16,209.312
20180202_17,182.816
20180202_18,148.512
20180202_19,204.32
20180202_20,227.264
20180202_22,196.192
20180202_23,176.736
20180203_0,118.656
20180203_1,113.312
20180203_2,111.392
20180203_3,112.928
20180203_4,105.696
20180203_5,104.416
20180203_6,107.84
20180203_7,103.2
20180203_8,164.288
20180203_9,175.68
20180203_10,183.488
20180203_11,196.064
20180203_12,197.344
20180203_13,206.656
20180203_14,216.768
20180203_15,218.464
20180203_16,203.808
20180203_17,168.48
20180203_18,129.248
20180203_20,212.8
20180203_21,203.392
20180203_22,202.528
20180203_23,196.544
20180204_0,119.84
20180204_1,116.224
20180204_2,103.968
20180204_3,102.784
20180204_4,102.656
20180204_5,100.16
20180204_6,101.472
20180204_7,105.92
20180204_8,101.376
20180204_9,107.04
20180204_10,113.536
20180204_11,115.168
20180204_13,112.992
20180204_14,116.384
20180204_15,130.816
20180204_16,146.496
20180204_17,148.448
20180204_18,154.848
20180204_19,163.328
20180204_20,150.528
20180204_21,151.136
20180204_22,150.24
20180204_23,142.272
20180205_0,141.216
20180205_2,115.776
20180205_3,116.064
20180205_4,111.616
20180205_5,114.432
20180205_6,107.68
20180205_7,107.008
20180205_8,101.984
20180205_9,111.744
20180205_10,111.136
20180205_11,110.208
20180205_12,111.744
20180205_13,130.624
20180205_14,155.648
20180205_15,166.496
20180205_17,169.984
20180205_18,146.144
20180205_19,160.192
20180205_20,164.128
20180205_21,170.944
20180205_22,182.208
20180205_23,162.08
20180206_0,153.504
20180206_1,148.32
20180206_3,127.936
20180206_4,164.64
20180206_5,192.992
20180206_6,187.616
20180206_7,189.76
20180206_8,204.608
20180206_9,227.904
20180206_10,261.472
20180206_11,272
20180206_12,268.896
20180206_13,271.392
20180206_14,289.312
20180206_16,306.656
20180206_17,290.016
20180206_18,233.952
20180206_19,307.456
20180206_20,269.824
20180206_21,260.704
20180206_22,254.56
20180206_23,229.408
20180207_0,163.2
20180207_1,149.696
20180207_2,143.296
20180207_3,197.024
20180207_4,196.64
20180207_5,189.44
20180207_6,186.24
20180207_7,191.424
20180207_8,190.048
20180207_9,202.336
20180207_10,234.976
20180207_11,239.68
20180207_12,236.768
20180207_13,257.792
20180207_14,259.36
20180207_15,257.472
20180207_16,280.8
20180207_17,229.376
20180207_18,178.976
20180207_19,242.304
20180207_21,236.128
20180207_22,228.192
20180207_23,232.928
20180208_0,147.584
20180208_1,145.12
20180208_2,167.232
20180208_3,195.072
20180208_4,180.96
20180208_5,186.112
20180208_6,179.584
20180208_7,190.816
20180208_8,190.688
20180208_10,257.152
20180208_11,267.264
20180208_12,277.312
20180208_13,261.376
20180208_14,256.256
20180208_16,234.24
20180208_17,200.864
20180208_18,161.056
20180208_19,251.712
20180208_21,273.408
20180208_22,272.8
20180208_23,251.296
20180209_0,144.192
20180209_1,135.392
20180209_2,126.4
20180209_3,122.24
20180209_5,210.144
20180209_6,205.696
20180209_7,205.056
20180209_8,204.96
20180209_9,215.264
20180209_10,230.016
20180209_11,269.216
20180209_12,246.432
20180209_13,226.912
20180209_14,235.872
20180209_15,245.248
20180209_16,239.136
20180209_17,193.76
20180209_18,139.84
20180209_19,237.024
20180209_20,239.072
20180209_21,239.168
20180209_22,230.08
20180209_23,207.648
20180211_0,0
20180211_1,0
20180211_2,0
20180211_3,0
20180211_4,0
20180211_6,0
20180211_7,0
20180211_8,91.168
20180211_9,90.688
20180211_10,90.656
20180211_11,92.608
20180211_12,87.392
20180211_13,93.376
20180211_14,102.784
20180211_15,112.544
20180211_16,115.296
20180211_17,132.224
20180211_18,120.992
20180211_19,110.528
20180211_20,107.2
20180211_21,111.872
20180211_22,118.912
20180211_23,110.624
20180212_0,108.576
20180212_1,97.472
20180212_2,97.952
20180212_3,102.144
20180212_4,99.488
20180212_5,96.832
20180212_6,97.024
20180212_7,94.08
20180212_8,90.112
20180212_9,91.712
20180212_10,90.784
20180212_11,97.824
20180212_12,108.48
20180212_13,116.416
20180212_14,124.576
20180212_15,149.344
20180212_16,148.48
20180212_17,145.216
20180212_19,142.592
20180212_20,134.304
20180212_22,130.144
20180212_23,130.016
20180213_0,120.448
20180213_1,112.352
20180213_2,107.648
20180213_3,102.848
20180213_4,95.84
20180213_5,99.488
20180213_6,98.496
20180213_7,158.688
20180213_8,190.56
20180213_10,252.8
20180213_11,262.24
20180213_12,272.832
20180213_13,272.768
20180213_15,259.808
20180213_16,247.744
20180213_17,217.984
20180213_18,169.312
20180213_20,260.768
20180213_21,258.688
20180213_22,242.848
20180213_23,231.136
20180214_0,135.424
20180214_1,124.64
20180214_3,110.976
20180214_4,105.408
20180214_5,106.176
20180214_7,105.376
20180214_8,199.296
20180214_9,204.448
20180214_10,214.176
20180214_11,212
20180214_13,229.408
20180214_14,226.4
20180214_15,247.328
20180214_16,235.616
20180214_17,193.6
20180214_18,142.656
20180214_19,230.912
20180214_20,243.584
20180214_21,227.744
20180214_22,221.568
20180215_0,110.592
20180215_2,99.808
20180215_3,94.464
20180215_4,94.368
20180215_6,93.024
20180215_7,94.592
20180215_8,182.88
20180215_9,191.392
20180215_10,207.104
20180215_11,218.08
20180215_13,143.648
20180215_14,137.344
20180215_16,132.16
20180215_17,134.368
20180215_18,120.576
20180215_21,207.232
20180215_23,198.08
20180216_0,94.912
20180216_1,98.464
20180216_2,95.744
20180216_3,98.944
20180216_4,99.168
20180216_5,93.12
20180216_6,91.712
20180216_8,87.232
20180216_9,83.392
20180216_11,78.72
20180216_12,85.12
20180216_13,81.536
20180216_14,82.4
20180216_15,82.624
20180216_16,83.52
20180216_17,83.552
20180216_18,88.096
20180216_19,88.928
20180216_20,91.712
20180216_21,90.816
20180216_22,88.672
20180216_23,89.888
20180217_0,88.64
20180217_1,89.824
20180217_2,89.344
20180217_3,92.544
20180217_4,89.248
20180217_5,87.776
20180217_6,87.2
20180217_7,82.112
20180217_8,78.88
20180217_9,79.36
20180217_10,79.2
20180217_12,77.984
20180217_13,76.128
20180217_14,80.448
20180217_15,78.368
20180217_16,78.528
20180217_17,81.408
20180217_18,80.352
20180217_20,82.08
20180217_21,96.128
20180217_22,98.528
20180218_0,92.96
20180218_1,94.4
20180218_2,94.496
20180218_3,93.888
20180218_4,95.36
20180218_5,92.896
20180218_6,94.144
20180218_7,89.12
20180218_8,85.376
20180218_9,84.768
20180218_10,81.6
20180218_11,84.768
20180218_12,82.208
20180218_13,85.888
20180218_15,84.128
20180218_16,91.008
20180218_18,111.424
20180218_19,110.912
20180218_20,110.4
20180218_22,118.656
20180218_23,113.536
20180219_0,115.04
20180219_1,114.56
20180219_2,112.16
20180219_3,112.832
20180219_5,109.184
20180219_6,103.296
20180219_7,101.92
20180219_8,95.872
20180219_9,93.184
20180219_11,95.36
20180219_12,91.968
20180219_13,115.2
20180219_14,139.712
20180219_15,143.296
20180219_17,154.208
20180219_18,138.464
20180219_19,146.72
20180219_20,146.72
20180219_21,161.792
20180219_22,158.528
20180220_1,136
20180220_2,131.2
20180220_3,124.512
20180220_4,120.416
20180220_5,116.896
20180220_6,117.728
20180220_7,151.2
20180220_8,223.648
20180220_9,241.632
20180220_10,252.608
20180220_11,252.96
20180220_12,252.992
20180220_13,247.968
20180220_14,260.064
20180220_15,265.824
20180220_16,261.408
20180220_17,202.912
20180220_18,146.304
20180220_20,247.04
20180220_22,236.32
20180220_23,226.464
20180221_0,116.032
20180221_1,106.976
20180221_2,102.272
20180221_3,100.096
20180221_4,97.28
20180221_5,101.44
20180221_6,99.168
20180221_7,101.216
20180221_8,195.2
20180221_9,197.152
20180221_11,212.416
20180221_12,223.616
20180221_13,219.296
20180221_14,227.392
20180221_15,226.912
20180221_16,226.624
20180221_17,193.408
20180221_18,141.632
20180221_20,239.136
20180221_21,235.68
20180221_22,231.2
20180221_23,212.896
20180222_0,116.544
20180222_1,106.784
20180222_2,102.816
20180222_3,102.24
20180222_4,101.6
20180222_5,97.984
20180222_6,97.952
20180222_7,100.064
20180222_8,187.84
20180222_10,226.848
20180222_11,226.912
20180222_12,221.248
20180222_13,217.984
20180222_14,227.072
20180222_15,231.808
20180222_16,233.664
20180222_17,180.576
20180222_18,135.488
20180222_19,239.264
20180222_20,236.8
20180222_21,241.216
20180222_22,229.472
20180222_23,211.328
20180223_0,115.328
20180223_1,114.08
20180223_2,113.056
20180223_3,109.792
20180223_4,111.168
20180223_5,110.4
20180223_6,110.144
20180223_7,109.568
20180223_8,202.176
20180223_9,212.832
20180223_10,0
20180223_11,0
20180223_12,676
20180223_13,223.328
20180223_14,221.824
20180223_16,231.648
20180223_17,178.72
20180223_18,139.072
20180223_19,231.456
20180223_20,236.416
20180223_21,234.656
20180223_22,232.224
20180223_23,211.744
20180224_0,107.616
20180224_1,101.408
20180224_2,100.256
20180224_3,95.616
20180224_4,91.744
20180224_5,92.736
20180224_6,94.144
20180224_7,96.384
20180224_8,185.952
20180224_9,199.488
20180224_10,204.576
20180224_11,201.024
20180224_12,210.24
20180224_13,194.496
20180224_14,204.64
20180224_16,204.128
20180224_17,166.848
20180224_18,113.472
20180224_19,196.864
20180224_20,204.448
20180224_21,194.816
20180224_22,195.424
20180225_0,83.296
20180225_2,81.568
20180225_3,74.4
20180225_4,78.368
20180225_5,74.816
20180225_6,78.208
20180225_7,74.656
20180225_8,78.912
20180225_9,77.664
20180225_10,73.888
20180225_11,77.664
20180225_12,78.496
20180225_13,76.512
20180225_14,79.84
20180225_15,79.584
20180225_16,84.288
20180225_18,98.976
20180225_19,103.424
20180225_20,100.992
20180225_21,103.744
20180225_22,105.184
20180225_23,101.504
20180226_1,96.672
20180226_4,95.104
20180226_5,97.568
20180226_6,90.688
20180226_7,92.096
20180226_8,93.792
20180226_9,86.912
20180226_10,84.128
20180226_11,80.736
20180226_12,83.648
20180226_13,87.968
20180226_14,97.184
20180226_15,102.656
20180226_16,117.952
20180226_17,116.992
20180226_18,115.872
20180226_20,111.648
20180226_21,118.912
20180226_22,123.392
20180226_23,114.208
20180227_0,107.808
20180227_1,102.496
20180227_3,104.704
20180227_4,104.672
20180227_6,105.728
20180227_7,128.16
20180227_8,209.568
20180227_9,206.976
20180227_10,214.08
20180227_11,215.392
20180227_12,212.448
20180227_13,223.456
20180227_14,152.992
20180227_15,128.384
20180227_16,137.6
20180227_17,127.68
20180227_18,124.736
20180227_19,223.84
20180227_20,227.648
20180227_21,245.504
20180227_22,250.432
20180227_23,232.672
20180228_0,114.656
20180228_2,99.776
20180228_3,104.576
20180228_4,98.848
20180228_7,95.744
20180228_8,191.456
20180228_9,209.664
20180228_10,221.536
20180228_11,139.36
20180228_12,117.888
20180228_13,113.856
20180228_14,116.736
20180228_15,115.232
20180228_16,133.024
20180228_18,118.112
20180228_19,206.368
20180228_20,203.584
20180228_21,188.928
20180228_22,205.088
20180228_23,187.168
20180301_0,90.272
20180301_1,82.752
20180301_2,90.848
20180301_3,87.84
20180301_4,90.176
20180301_5,85.248
20180301_6,85.024
20180301_7,88.224
20180301_9,183.296
20180301_10,197.664
20180301_11,203.808
20180301_12,197.312
20180301_13,210.496
20180301_14,214.912
20180301_15,228.608
20180301_16,224.864
20180301_17,169.088
20180301_18,117.12
20180301_19,215.36
20180301_20,211.104
20180301_21,205.952
20180301_22,197.024
20180301_23,181.984
20180302_0,95.104
20180302_2,80.992
20180302_3,85.28
20180302_4,75.744
20180302_5,72.288
20180302_6,75.36
20180302_7,71.584
20180302_8,75.68
20180302_9,74.24
20180302_11,84.544
20180302_12,83.2
20180302_14,108.736
20180302_15,122.72
20180302_17,131.168
20180302_18,123.36
20180302_19,124.096
20180302_20,119.84
20180302_21,129.728
20180302_23,124.928
20180303_0,125.152
20180303_1,109.696
20180303_2,100.352
20180303_3,100.064
20180303_4,93.28
20180303_5,93.888
20180303_6,89.888
20180303_7,115.36
20180303_8,195.04
20180303_9,203.424
20180303_10,207.232
20180303_11,220.96
20180303_13,212.48
20180303_14,210.272
20180303_15,205.728
20180303_16,136.704
20180303_17,117.472
20180303_18,115.648
20180303_19,116.128
20180303_20,113.92
20180303_21,117.28
20180303_22,115.2
20180303_23,110.912
20180304_0,96.16
20180304_1,97.088
20180304_2,101.056
20180304_4,85.504
20180304_5,84.352
20180304_7,83.456
20180304_9,84.384
20180304_10,82.112
20180304_11,84.736
20180304_12,80.64
20180304_13,78.72
20180304_14,89.44
20180304_16,92.512
20180304_17,95.328
20180304_18,98.112
20180304_19,95.36
20180304_20,106.4
20180304_21,103.04
20180304_22,103.168
20180304_23,100.768
20180305_0,99.488
20180305_1,90.144
20180305_2,92.064
20180305_3,86.592
20180305_4,85.792
20180305_5,81.504
20180305_6,80.768
20180305_7,78.592
20180305_8,81.472
20180305_9,80.352
20180305_10,78.048
20180305_11,78.144
20180305_12,77.44
20180305_14,75.968
20180305_15,84.512
20180305_16,85.312
20180305_17,94.112
20180305_18,82.88
20180305_19,85.984
20180305_20,90.88
20180305_21,82.272
20180305_22,82.848
20180305_23,82.624
20180306_2,77.248
20180306_3,76.096
20180306_5,76.992
20180306_6,73.76
20180306_7,103.04
20180306_8,176.768
20180306_9,190.048
20180306_10,200.512
20180306_11,220.768
20180306_12,211.648
20180306_13,222.816
20180306_14,227.168
20180306_16,231.488
20180306_17,181.12
20180306_18,121.344
20180306_19,122.688
20180306_20,126.24
20180306_21,122.816
20180306_22,116.832
20180306_23,104.544
20180307_1,96.896
20180307_2,90.08
20180307_3,91.328
20180307_4,86.272
20180307_5,89.44
20180307_6,85.12
20180307_8,182.016
20180307_10,214.944
20180307_11,202.016
20180307_12,113.856
20180307_13,114.88
20180307_14,126.272
20180307_15,124.512
20180307_16,124.64
20180307_17,129.728
20180307_18,118.784
20180307_19,120.128
20180307_20,134.56
20180307_21,133.184
20180307_22,126.304
20180308_0,110.432
20180308_1,109.024
20180308_3,104.448
20180308_4,97.344
20180308_5,91.808
20180308_6,90.176
20180308_7,89.92
20180308_10,201.152
