Time,Power
20180316_6,53.403275
20180317_1,90.69604
20180317_14,116.90503
20180317_18,107.39946
20180317_7,125.907364
20180318_7,93.69618
20180319_11,85.80727
20180319_15,101.581345
20180319_20,104.42208
20180320_16,137.23839
20180321_8,136.75325
20180323_14,157.99515
20180323_21,123.96711
20180323_8,145.1387
20180324_1,98.09531
20180324_18,102.737755
20180324_8,167.16685
20180325_13,90.51253
20180326_0,85.00134
20180327_18,104.53244
20180327_6,60.777237
20180329_23,91.28774
20180329_3,79.06228
20180329_8,77.4835
20180330_10,97.314384
20180330_22,90.22358
20180330_23,85.56746
20180330_6,71.77559
20180331_12,82.64878
20180331_15,92.97156
20180331_19,100.93178
20180331_2,79.727104
20180331_20,119.068
20180331_3,77.50317
20180401_8,73.64688
20180404_17,99.80732
20180404_6,72.87933
20180405_1,81.568115
20180405_14,92.76011
20180405_20,104.40419
20180406_19,105.462875
20180406_20,93.22536
20180406_4,69.5659
20180406_7,75.58235
20180407_11,109.832886
20180407_7,95.71546
20180407_8,138.08466
20180409_16,97.10106
20180409_5,75.25357
20180410_20,104.05362
20180410_23,98.01461
20180410_6,76.37056
20180411_12,98.84308
20180411_13,101.42366
20180411_15,113.29711
20180411_23,92.62567
20180412_20,94.99952
20180412_7,73.49759
20180413_12,102.37287
20180413_15,102.25367
20180414_5,81.78413
20180415_12,79.553
20180415_13,79.98963
20180416_19,98.80986
20180416_2,82.73071
20180416_20,100.07486
20180417_1,89.64893
20180418_5,76.762665
20180419_1,90.94035
20180419_11,89.94216
20180419_12,98.598526
20180419_4,81.68584
20180419_6,81.44776
20180421_22,81.68063
20180422_10,77.367485
20180422_7,73.10515
20180423_0,84.60767
20180423_12,71.88768
20180423_9,70.306175
20180424_17,97.74048
20180425_3,80.4439
20180425_4,80.10635
20180425_6,77.91473
20180426_12,102.152794
20180426_18,97.13039
20180427_11,92.86025
20180427_17,98.53854
20180427_18,102.79814
20180428_10,83.62416
20180429_10,87.63298
20180429_12,83.43564
20180429_17,95.582855
20180429_18,96.97781
20180429_4,75.31593
20180429_8,77.08882
20180430_23,82.16821
20180501_11,106.84509
20180502_1,86.11676
20180502_17,131.07893
20180502_2,84.34517
20180502_3,79.83037
20180503_14,140.30649
20180503_3,81.89683
20180504_17,-92.71204
20180505_8,-63.12373
20180506_16,88.01119
20180507_0,78.48306
20180507_1,78.31177
20180507_12,81.33109
20180507_17,80.45906
20180507_3,74.644936
20180508_0,79.29948
20180508_19,95.23762
20180508_2,76.763405
20180508_20,87.204216
20180508_21,86.71521
20180509_15,112.2773
20180509_17,108.00443
20180509_2,79.14731
20180509_5,75.00141
20180509_7,73.488365
20180510_20,101.91022
20180510_8,77.13049
20180511_10,93.06487
20180511_2,78.697525
20180511_4,75.12115
20180511_5,74.56352
20180512_3,79.10326
20180512_6,72.98202
20180513_15,86.105064
20180513_6,73.33118
20180513_9,76.017235
20180514_17,98.92281
20180515_10,93.27796
20180515_15,134.71027
20180515_2,81.05511
20180516_19,137.46394
20180516_22,130.33894
20180517_14,177.25879
20180519_10,136.39006
20180519_13,141.9558
20180519_17,135.79053
20180519_21,115.27901
20180519_7,81.82438
20180519_9,120.58453
20180520_16,99.31515
20180520_22,91.91054
20180520_7,80.825615
20180521_17,91.90763
20180521_5,81.8859
20180522_21,100.7884
20180523_11,97.31152
20180524_14,143.08655
20180524_2,87.580284
20180524_3,83.847046
20180525_22,106.96421
20180525_6,79.36959
20180526_17,160.13916
20180526_7,78.60744
20180526_8,82.969246
20180527_0,94.98874
20180527_18,107.3491
20180527_2,81.439445
20180528_20,106.79126
20180529_10,128.04442
20180529_16,282.8438
20180529_20,150.13503
20180530_21,136.83284
20180601_14,300.24634
20180601_15,270.9777
20180601_5,83.06286
20180602_1,93.81851
20180602_2,89.45806
20180603_14,115.77903
20180603_5,80.59155
20180604_16,146.93721
20180604_8,80.85459
20180605_19,147.42291
20180606_1,115.51848
20180606_19,152.58717
20180606_3,89.18417
20180607_11,126.72573
20180607_23,112.67811
20180608_0,119.03805
20180608_13,237.01189
20180608_17,231.90608
20180608_22,143.22763
20180608_3,102.656204
20180608_4,96.59193
20180609_11,163.34053
20180610_4,93.366974
20180611_2,103.70888
20180611_22,119.966064
20180611_6,85.89403
20180612_20,129.96742
20180612_6,86.01902
20180613_1,103.66053
20180613_21,116.07181
20180614_2,95.96353
20180614_6,88.210884
20180615_6,85.32539
20180615_8,127.81834
20180615_9,180.93127
20180616_0,98.57122
20180616_1,93.57411
20180616_11,226.79027
20180616_17,199.43497
20180616_18,163.2098
20180616_19,153.51837
20180616_4,94.554825
20180616_6,64.641815
20180617_19,116.28181
20180617_20,113.766685
20180618_3,91.28334
20180619_11,254.77367
20180619_14,274.1875
20180619_2,106.42149
20180620_1,111.94118
20180621_14,245.20247
20180621_19,143.8019
20180621_22,125.82318
20180621_4,89.46262
20180622_11,165.39917
20180622_18,156.94812
20180622_22,127.71344
20180622_8,161.2626
20180622_9,185.90471
20180623_12,236.6532
20180623_19,122.69997
20180623_23,108.959854
20180624_22,111.78777
20180625_22,129.00992
20180625_4,93.65459
20180625_8,142.99957
20180626_20,170.2593
20180627_5,93.06184
20180628_19,145.25266
20180628_6,79.1161
20180629_18,152.48126
20180629_19,136.44751
20180629_20,134.3817
20180629_3,101.95703
20180630_13,232.83783
20180630_23,116.492775
20180701_13,113.839035
20180701_19,111.699005
20180701_9,94.46406
20180702_22,94.300285
20180703_13,230.24979
20180703_18,141.04202
20180703_19,132.26202
20180703_23,107.75081
20180703_6,82.421715
20180704_0,104.314896
20180704_17,197.28844
20180704_19,121.01865
20180704_2,89.84465
20180704_20,128.5587
20180704_9,178.09554
20180705_2,96.30827
20180705_4,90.18011
20180705_5,94.86125
20180706_10,222.88803
20180706_21,120.11263
20180707_7,112.31686
20180708_15,111.38264
20180709_4,82.19084
20180711_1,91.016266
20180711_2,86.859886
20180712_10,232.54999
20180712_11,257.49277
20180712_23,129.43524
20180712_4,82.25986
20180713_1,118.572014
20180713_12,276.38202
20180713_14,285.01608
20180713_2,108.50834
20180713_21,152.54715
20180714_1,127.12335
20180715_5,92.79941
20180716_12,128.33717
20180716_2,110.39003
20180716_6,92.79362
20180716_7,96.32788
20180717_17,278.67413
20180717_18,242.9104
20180717_2,119.0684
20180718_17,265.07748
20180719_10,278.5281
20180719_15,347.92874
20180719_19,215.66132
20180719_21,181.69046
20180720_0,140.84535
20180720_11,278.86783
20180720_13,307.94885
20180720_18,225.7379
20180721_17,276.0232
20180722_10,128.64336
20180722_12,150.86694
20180722_14,180.20596
20180722_20,136.63995
20180722_3,110.49422
20180723_18,166.38333
20180723_23,146.89845
20180723_8,115.81224
20180724_18,242.40791
20180724_9,290.8286
20180725_23,163.38918
20180725_9,310.33206
20180726_0,138.69139
20180726_12,338.10413
20180726_14,350.72202
20180726_3,120.37632
20180726_7,118.33609
20180726_9,271.3233
20180727_11,306.36197
20180727_12,315.68027
20180727_16,328.4294
20180727_9,296.57178
20180728_16,275.21725
20180729_0,121.62983
20180729_14,177.18114
20180729_2,111.467316
20180729_23,133.49788
20180730_12,156.54994
20180730_14,190.78717
20180730_23,155.8229
20180730_5,116.05947
20180730_7,114.433685
20180801_10,318.22595
20180802_11,370.20502
20180802_19,241.84268
20180802_8,212.25577
20180803_5,117.52127
20180803_6,104.110214
20180803_8,220.7402
20180804_12,283.2092
20180804_2,130.06194
20180804_4,123.34646
20180805_4,112.1021
20180806_12,180.76195
20180806_2,115.7102
20180806_22,158.47133
20180806_6,97.597755
20180806_8,149.6435
20180807_16,378.64713
20180807_17,325.44403
20180807_20,231.53636
20180807_3,119.76621
20180807_6,92.36242
20180809_1,147.79477
20180809_10,334.3283
20180809_14,414.31146
20180809_5,103.65149
20180809_7,171.36409
20180810_4,115.934685
20180810_8,200.24173
20180811_5,105.16878
20180812_3,115.117714
20180812_7,100.917496
20180813_13,193.2734
20180814_13,366.3839
20180814_19,212.84334
20180815_0,172.55095
20180815_22,203.16756
20180816_14,232.28369
20180816_16,270.41794
20180816_23,168.77376
20180817_12,391.45166
20180817_13,396.88666
20180817_14,387.3105
20180817_16,373.59204
20180817_4,112.63913
20180818_16,285.85635
20180818_4,109.570015
20180818_8,203.22218
20180819_17,149.52362
20180819_20,137.96312
20180819_3,103.31235
20180819_4,105.59292
20180820_12,134.64474
20180820_13,152.46855
20180820_20,155.30655
20180821_20,174.84566
20180821_7,155.58263
20180822_16,284.43658
20180822_9,265.10742
20180823_2,124.14912
20180823_20,194.5255
20180823_23,160.48972
20180823_7,165.84532
20180824_1,133.52902
20180824_23,137.52417
20180824_5,115.98535
20180824_7,168.67621
20180825_1,104.565445
20180825_11,258.9424
20180825_3,92.11784
20180825_8,124.39678
20180825_9,186.57344
20180826_17,131.74197
20180826_20,115.64224
20180827_1,93.63907
20180827_13,104.58954
20180827_23,103.64032
20180828_10,149.00723
20180828_17,167.66719
20180828_5,89.277855
20180829_10,201.29216
20180829_20,168.27122
20180830_15,314.03482
20180830_2,118.63904
20180830_20,185.6242
20180831_14,312.24557
20180831_23,144.49863
20180831_8,196.09903
20180901_6,101.4341
20180902_18,131.92004
20180902_4,92.679596
20180902_6,89.980286
20180903_10,106.98114
20180903_2,101.38811
20180904_14,210.30887
20180905_22,140.23045
20180906_12,275.65903
20180906_22,139.25488
20180906_6,70.68982
20180907_15,203.27042
20180907_3,98.59608
20180908_5,99.04948
20180910_16,132.01913
20180910_22,108.95899
20180911_12,180.4773
20180911_18,154.78127
20180912_12,166.84552
20180912_21,124.015625
20180913_13,177.31625
20180913_5,81.54051
20180914_22,138.88617
20180914_4,88.6033
20180914_6,83.0202
20180914_8,103.826645
20180915_19,128.20326
20180915_21,126.40863
20180915_5,97.45411
20180916_1,94.12597
20180916_8,86.004
20180917_13,104.764496
20180917_14,108.736855
20180917_22,100.17216
20180917_3,91.72779
20180917_9,138.83308
20180918_15,197.20796
20180919_23,122.728424
20180919_4,91.45567
20180920_13,165.78967
20180921_22,126.9666
20180921_8,97.53447
20180922_10,103.954475
20180922_13,128.93448
20180922_2,98.80334
20180922_22,95.546585
20180922_5,90.81453
20180923_5,79.993675
20180923_7,79.38904
20180924_18,81.22913
20180924_20,77.684494
20180925_13,82.32039
20180925_19,82.896935
20180925_7,76.612526
20180926_14,94.13435
20180926_2,77.0888
20180926_6,74.59755
20180927_1,81.58773
20180927_2,79.09207
20180928_12,112.046165
20180928_14,131.90425
20180928_17,123.136375
20180928_20,113.98302
20180928_22,103.771675
20180928_23,102.26229
20180928_8,81.82264
20180929_15,122.33317
20180929_2,87.342354
20180929_3,84.57246
20180930_8,75.88581
20181002_23,96.90807
20181002_4,78.72991
20181002_8,81.41233
20181003_10,108.96321
20181004_1,83.42954
20181004_11,90.24253
20181004_5,78.62627
20181005_23,100.72565
20181005_6,80.99607
20181006_1,91.372536
20181006_15,118.28833
20181006_16,118.04141
20181007_10,87.07291
20181007_13,84.7068
20181007_14,86.0702
20181007_17,87.91449
20181007_2,82.301636
20181007_7,76.426544
20181008_20,85.28806
20181008_4,71.78493
20181009_21,94.93311
20181009_22,90.2247
20181009_5,74.091774
20181010_12,81.03811
20181010_13,83.61301
20181011_10,89.66425
20181011_11,91.34284
20181011_19,107.5036
20181011_23,98.60232
20181013_14,110.84697
20181013_18,97.17219
20181013_8,77.31149
20181014_14,83.832794
20181014_8,80.17522
20181015_15,84.84259
20181016_14,104.65385
20181017_15,94.954926
20181017_16,95.02448
20181017_3,74.7538
20181017_9,81.007774
20181018_0,82.91275
20181019_12,94.10296
20181019_14,101.275604
20181019_22,87.08101
20181020_10,91.773705
20181020_15,106.890396
20181020_19,88.48935
20181021_13,78.99788
20181021_17,85.927536
20181021_23,78.13492
20181021_4,74.07119
20181021_6,73.62513
20181023_11,105.20102
20181023_17,100.04687
20181023_5,80.48219
20181024_13,102.69719
20181024_2,51.18397
20181024_8,-52.102962
20181025_11,108.55506
20181025_16,101.781006
20181027_22,84.913
20181027_7,83.871086
20181028_11,77.058136
20181028_21,91.513054
20181028_3,81.23891
20181029_13,124.52654
20181029_14,102.98125
20181029_22,93.19435
20181031_13,124.30652
20181031_17,136.05496
20181031_19,135.75835
20181101_15,154.17636
20181101_18,131.01675
20181101_23,129.39307
20181102_11,134.96904
20181104_23,79.83433
20181106_13,132.45316
20181106_7,66.41358
20181107_0,116.54077
20181109_17,137.80066
20181109_20,133.75499
20181109_5,87.54262
20181110_7,91.171165
20181111_13,101.86105
20181111_16,105.9558
20181112_11,91.56023
20181112_12,94.48012
20181112_13,98.64169
20181113_20,137.2979
20181113_7,114.9458
20181113_9,175.08252
20181114_23,118.64336
20181115_10,168.14624
20181115_11,135.94142
20181116_10,199.86711
20181116_12,152.81377
20181116_22,122.02196
20181116_3,99.76508
20181117_21,113.97237
20181117_3,96.71197
20181118_13,104.809715
20181118_18,102.96818
20181118_9,90.860596
20181119_11,139.53195
20181120_12,151.28278
20181120_15,162.26775
20181120_17,167.00327
20181120_3,120.75919
20181120_4,115.89517
20181121_0,126.803535
20181121_14,124.90685
20181121_7,151.13145
20181122_12,221.26247
20181122_15,244.12967
20181122_20,148.74838
20181122_4,97.5628
20181122_7,144.78874
20181123_20,149.06369
20181124_13,244.48389
20181124_5,113.25387
20181125_0,98.1999
20181125_15,119.767105
20181125_22,113.16152
20181127_0,122.70607
20181127_15,176.99004
20181127_7,143.66911
20181129_15,188.18723
20181129_8,188.6898
20181130_22,122.33456
20181201_15,149.50658
20181201_17,147.18674
20181201_6,73.09368
20181202_10,132.90164
20181202_20,118.52297
20181202_5,80.85459
20181203_14,89.64939
20181203_9,132.45761
20181204_22,142.83925
20181205_20,132.88985
20181205_23,127.449486
20181206_13,217.31966
20181206_7,134.4455
20181208_14,297.5529
20181208_18,175.37808
20181209_19,210.15254
20181209_3,119.05603
20181210_11,268.01587
20181211_10,301.44034
20181211_17,255.04411
20181212_23,162.17839
20181212_6,116.96012
20181213_0,158.52689
20181213_15,256.50604
20181213_6,125.00644
20181213_8,167.09515
20181214_21,148.49907
20181215_13,221.58836
20181216_4,106.32283
20181217_19,124.31843
20181217_8,102.49949
20181219_13,205.9174
20181220_16,140.86923
20181220_19,127.032364
20181220_22,116.52163
20181221_11,211.85652
20181221_2,94.582794
20181222_2,102.61317
20181222_20,96.23455
20181222_21,86.138466
20181222_9,225.74081
20181224_1,64.98154
20181224_6,54.99058
20181225_13,97.51364
20181226_18,70.13807
20181227_0,83.04087
20181227_15,293.86655
20181227_21,142.40521
20181227_5,58.09477
20181228_15,310.34833
20181228_23,134.80135
20181228_6,75.06054
20181229_10,270.5908
20181229_20,155.98038
20181229_4,102.2348
20181229_9,241.90874
20181230_14,134.63673
20181230_15,147.27258
20181231_0,123.73923
20181231_13,127.00631
20181231_17,149.89651
20181231_22,157.04758
