Time,Power
20180308_2,102.73432
20180308_8,154.76305
20180308_9,167.93768
20180309_14,220.93684
20180309_22,163.20663
20180309_9,195.6207
20180310_10,183.89793
20180310_23,126.613144
20180310_7,109.82361
20180310_8,132.64124
20180311_17,110.869934
20180312_0,108.32705
20180312_14,101.22025
20180312_15,99.4094
20180312_9,151.30438
20180313_0,116.55587
20180313_11,141.95273
20180313_21,131.23969
20180314_14,116.521385
20180314_17,114.89343
20180314_22,120.91231
20180315_0,101.34867
20180315_12,109.12778
20180315_19,115.38294
20180315_2,97.86525
20180316_13,126.511345
20180316_16,146.62265
20180316_23,98.51101
20180316_6,65.98308
20180317_1,97.49415
20180317_14,111.07519
20180317_18,107.74719
20180317_7,93.85264
20180318_7,87.662155
20180319_11,101.115486
20180319_15,101.56287
20180319_20,116.78862
20180320_16,179.1777
20180321_8,167.03848
20180323_14,177.34377
20180323_21,127.90344
20180323_8,171.36313
20180324_1,108.06719
20180324_18,106.21576
20180324_8,165.65562
20180325_13,81.47591
20180326_0,90.75859
20180327_18,98.47776
20180327_6,74.6829
20180329_23,89.173164
20180329_3,78.85357
20180329_8,129.07002
20180330_10,83.128975
20180330_22,93.16332
20180330_23,96.99982
20180330_6,64.227
20180331_12,91.24187
20180331_15,94.002335
20180331_19,103.620926
20180331_2,76.77848
20180331_20,121.74138
20180331_3,74.94906
20180401_8,74.16353
20180404_17,95.87291
20180404_6,70.695206
20180405_1,80.26911
20180405_14,104.72754
20180405_20,104.651535
20180406_19,106.18079
20180406_20,103.544266
20180406_4,72.69618
20180406_7,69.487
20180407_11,140.31061
20180407_7,76.809204
20180407_8,113.445885
20180409_16,96.57655
20180409_5,75.47024
20180410_20,101.84569
20180410_23,97.16762
20180410_6,77.75144
20180411_12,96.27862
20180411_13,99.08612
20180411_15,109.84702
20180411_23,97.019806
20180412_20,95.25593
20180412_7,69.493835
20180413_12,96.358406
20180413_15,97.06404
20180414_5,78.602165
20180415_12,84.48076
20180415_13,77.878456
20180416_19,81.59645
20180416_2,81.83657
20180416_20,84.18261
20180417_1,88.342964
20180418_5,76.54038
20180419_1,89.02979
20180419_11,93.545105
20180419_12,100.548645
20180419_4,81.06834
20180419_6,80.010445
20180421_22,81.50191
20180422_10,80.08272
20180422_7,73.662674
20180423_0,85.853195
20180423_12,73.01109
20180423_9,68.24636
20180424_17,98.826775
20180425_3,78.97
20180425_4,78.47724
20180425_6,77.25263
20180426_12,93.90697
20180426_18,93.78553
20180427_11,86.867134
20180427_17,102.46172
20180427_18,97.6833
20180428_10,79.3774
20180429_10,85.905525
20180429_12,91.79474
20180429_17,94.01156
20180429_18,92.44415
20180429_4,77.36544
20180429_8,74.96426
20180430_23,92.019295
20180501_11,104.27144
20180502_1,82.45968
20180502_17,112.75472
20180502_2,83.12068
20180502_3,80.15894
20180503_14,124.140274
20180503_3,80.75942
20180504_17,104.92753
20180505_8,72.73076
20180506_16,88.52543
20180507_0,79.05559
20180507_1,74.29143
20180507_12,87.9363
20180507_17,95.247375
20180507_3,69.6337
20180508_0,85.1788
20180508_19,94.48907
20180508_2,78.070145
20180508_20,98.45305
20180508_21,89.613235
20180509_15,112.65425
20180509_17,113.70049
20180509_2,78.38982
20180509_5,75.181076
20180509_7,73.85901
20180510_20,104.09825
20180510_8,77.09771
20180511_10,88.328575
20180511_2,79.354675
20180511_4,76.03147
20180511_5,73.94804
20180512_3,82.09077
20180512_6,78.16105
20180513_15,98.41129
20180513_6,74.83481
20180513_9,76.20803
20180514_17,105.32325
20180515_10,124.60488
20180515_15,137.29099
20180515_2,81.01709
20180516_19,135.46086
20180516_22,126.01933
20180517_14,179.42325
20180519_10,106.43173
20180519_13,137.54227
20180519_17,133.94101
20180519_21,116.02104
20180519_7,85.1756
20180519_9,99.6398
20180520_16,99.54619
20180520_22,92.15221
20180520_7,88.14621
20180521_17,102.42829
20180521_5,78.8629
20180522_21,114.49191
20180523_11,112.26996
20180524_14,136.55621
20180524_2,87.698364
20180524_3,85.53576
20180525_22,104.19407
20180525_6,79.91779
20180526_17,168.43024
20180526_7,77.0033
20180526_8,79.39317
20180527_0,85.67316
20180527_18,105.31938
20180527_2,86.23175
20180528_20,118.28436
20180529_10,154.45137
20180529_16,229.17372
20180529_20,142.8524
20180530_21,131.25946
20180601_14,215.30907
20180601_15,210.15639
20180601_5,77.59221
20180602_1,92.78853
20180602_2,91.15481
20180603_14,160.5343
20180603_5,76.19288
20180604_16,155.8596
20180604_8,90.07745
20180605_19,157.40536
20180606_1,102.00944
20180606_19,148.57872
20180606_3,94.724236
20180607_11,174.32957
20180607_23,125.10962
20180608_0,114.721954
20180608_13,220.84773
20180608_17,225.24646
20180608_22,132.4097
20180608_3,99.00762
20180608_4,97.26983
20180609_11,144.97862
20180610_4,88.43006
20180611_2,103.39613
20180611_22,114.55176
20180611_6,88.767586
20180612_20,136.5236
20180612_6,87.63753
20180613_1,102.1686
20180613_21,131.04799
20180614_2,92.20312
20180614_6,86.8643
20180615_6,93.03446
20180615_8,96.76575
20180615_9,137.17686
20180616_0,101.582825
20180616_1,94.12654
20180616_11,133.85321
20180616_17,195.21756
20180616_18,135.02783
20180616_19,158.8949
20180616_4,88.28188
20180616_6,84.811676
20180617_19,107.51557
20180617_20,117.04796
20180618_3,86.62227
20180619_11,191.96031
20180619_14,274.02472
20180619_2,106.80191
20180620_1,103.56876
20180621_14,203.19731
20180621_19,143.13582
20180621_22,123.23977
20180621_4,88.6184
20180622_11,206.34883
20180622_18,150.83263
20180622_22,122.43993
20180622_8,121.89028
20180622_9,160.2768
20180623_12,221.65308
20180623_19,132.31743
20180623_23,109.99282
20180624_22,111.13088
20180625_22,114.97967
20180625_4,92.81036
20180625_8,128.56046
20180626_20,169.91908
20180627_5,95.95592
20180628_19,159.66992
20180628_6,92.85662
20180629_18,161.16615
20180629_19,154.02068
20180629_20,161.06892
20180629_3,101.449646
20180630_13,236.31369
20180630_23,124.56042
20180701_13,127.15014
20180701_19,105.75614
20180701_9,96.18363
20180702_22,91.31683
20180703_13,226.41072
20180703_18,145.31992
20180703_19,138.4187
20180703_23,118.51298
20180703_6,83.13123
20180704_0,103.9741
20180704_17,184.61047
20180704_19,144.49634
20180704_2,88.69982
20180704_20,144.37675
20180704_9,202.69792
20180705_2,94.77896
20180705_4,90.02456
20180705_5,91.73886
20180706_10,211.0913
20180706_21,132.6632
20180707_7,88.806335
20180708_15,113.73057
20180709_4,81.59978
20180711_1,94.57954
20180711_2,93.985306
20180712_10,219.74829
20180712_11,238.22055
20180712_23,126.55826
20180712_4,88.96807
20180713_1,116.030785
20180713_12,254.525
20180713_14,281.53607
20180713_2,108.651306
20180713_21,153.59705
20180714_1,116.75384
20180715_5,93.289696
20180716_12,175.50777
20180716_2,111.0628
20180716_6,94.865234
20180716_7,95.18547
20180717_17,295.445
20180717_18,213.25635
20180717_2,116.36624
20180718_17,298.948
20180719_10,291.25247
20180719_15,334.48544
20180719_19,209.66321
20180719_21,169.87949
20180720_0,121.09587
20180720_11,294.39374
20180720_13,329.80457
20180720_18,235.3306
20180721_17,211.31616
20180722_10,208.51414
20180722_12,158.1222
20180722_14,209.66315
20180722_20,154.02893
20180722_3,109.296326
20180723_18,168.46843
20180723_23,160.05449
20180723_8,212.52328
20180724_18,230.32684
20180724_9,297.8101
20180725_23,170.6697
20180725_9,287.77988
20180726_0,138.34474
20180726_12,332.51608
20180726_14,313.2056
20180726_3,115.59279
20180726_7,110.807365
20180726_9,287.5204
20180727_11,331.18283
20180727_12,346.38083
20180727_16,327.8606
20180727_9,288.9618
20180728_16,281.02292
20180729_0,129.78502
20180729_14,168.09776
20180729_2,116.2619
20180729_23,139.22409
20180730_12,220.35316
20180730_14,210.8582
20180730_23,150.21965
20180730_5,112.81296
20180730_7,119.43287
20180801_10,305.78723
20180802_11,356.47815
20180802_19,244.23227
20180802_8,218.80441
20180803_5,113.552315
20180803_6,113.49575
20180803_8,223.84216
20180804_12,296.79184
20180804_2,130.21446
20180804_4,123.39914
20180805_4,104.52497
20180806_12,160.89372
20180806_2,113.89494
20180806_22,167.82439
20180806_6,97.109314
20180806_8,155.76018
20180807_16,369.372
20180807_17,283.43146
20180807_20,217.27875
20180807_3,117.1873
20180807_6,108.24118
20180809_1,145.27477
20180809_10,312.3073
20180809_14,382.23245
20180809_5,114.8411
20180809_7,128.43901
20180810_4,114.73445
20180810_8,168.197
20180811_5,114.959885
20180812_3,108.74251
20180812_7,103.98256
20180813_13,188.02731
20180814_13,366.00085
20180814_19,216.10136
20180815_0,159.89525
20180815_22,213.25421
20180816_14,263.724
20180816_16,230.7505
20180816_23,179.83107
20180817_12,337.75116
20180817_13,296.44247
20180817_14,313.75037
20180817_16,293.2104
20180817_4,115.25432
20180818_16,292.81244
20180818_4,111.80193
20180818_8,151.7131
20180819_17,160.83356
20180819_20,146.12894
20180819_3,105.295685
20180819_4,105.45858
20180820_12,181.56062
20180820_13,180.1768
20180820_20,173.14168
20180821_20,181.09642
20180821_7,118.15056
20180822_16,294.73462
20180822_9,255.46445
20180823_2,127.081955
20180823_20,201.24292
20180823_23,162.26637
20180823_7,135.07999
20180824_1,134.4183
20180824_23,139.24947
20180824_5,116.46972
20180824_7,128.88014
20180825_1,104.49302
20180825_11,265.74277
20180825_3,91.27842
20180825_8,113.71864
20180825_9,181.28937
20180826_17,124.40489
20180826_20,115.290596
20180827_1,90.57852
20180827_13,119.982254
20180827_23,107.55974
20180828_10,188.07774
20180828_17,207.77986
20180828_5,91.30457
20180829_10,231.9355
20180829_20,168.52086
20180830_15,324.22626
20180830_2,116.02755
20180830_20,174.20367
20180831_14,302.24396
20180831_23,153.62518
20180831_8,195.45018
20180901_6,103.499725
20180902_18,131.6116
20180902_4,91.66506
20180902_6,90.835785
20180903_10,179.77444
20180903_2,98.17227
20180904_14,200.7766
20180905_22,141.8414
20180906_12,277.80667
20180906_22,147.97618
20180906_6,88.870224
20180907_15,179.70737
20180907_3,100.25961
20180908_5,97.94733
20180910_16,128.69247
20180910_22,114.03124
20180911_12,172.33281
20180911_18,149.09132
20180912_12,148.11934
20180912_21,135.19576
20180913_13,175.00122
20180913_5,83.97966
20180914_22,135.03786
20180914_4,87.514
20180914_6,85.05176
20180914_8,84.89068
20180915_19,130.14069
20180915_21,124.245056
20180915_5,92.503044
20180916_1,96.097534
20180916_8,83.850075
20180917_13,131.21846
20180917_14,151.03377
20180917_22,109.108925
20180917_3,90.683975
20180917_9,111.25233
20180918_15,193.00517
20180919_23,124.43763
20180919_4,92.47171
20180920_13,169.69589
20180921_22,125.49146
20180921_8,95.347466
20180922_10,116.197296
20180922_13,131.68834
20180922_2,99.56252
20180922_22,92.205475
20180922_5,90.702736
20180923_5,79.312675
20180923_7,78.276436
20180924_18,87.011314
20180924_20,86.15563
20180925_13,79.49919
20180925_19,89.691505
20180925_7,76.06867
20180926_14,92.17545
20180926_2,78.44253
20180926_6,74.432106
20180927_1,80.1557
20180927_2,80.056946
20180928_12,103.74118
20180928_14,121.33578
20180928_17,118.619194
20180928_20,114.244354
20180928_22,102.78669
20180928_23,102.857666
20180928_8,84.574394
20180929_15,120.5972
20180929_2,86.7053
20180929_3,87.648415
20180930_8,72.40194
20181002_23,95.905594
20181002_4,79.21511
20181002_8,73.83651
20181003_10,98.97562
20181004_1,84.54744
20181004_11,115.25899
20181004_5,76.58152
20181005_23,104.55772
20181005_6,82.63931
20181006_1,89.61359
20181006_15,120.27151
20181006_16,120.89216
20181007_10,82.115875
20181007_13,94.27008
20181007_14,111.33621
20181007_17,94.51311
20181007_2,81.33666
20181007_7,76.245155
20181008_20,93.90134
20181008_4,72.8046
20181009_21,97.94855
20181009_22,94.50933
20181009_5,75.46072
20181010_12,85.009125
20181010_13,88.93337
20181011_10,103.110855
20181011_11,95.02042
20181011_19,105.29297
20181011_23,92.83557
20181013_14,111.10177
20181013_18,97.97285
20181013_8,83.70955
20181014_14,95.79584
20181014_8,77.598755
20181015_15,80.46709
20181016_14,99.4088
20181017_15,87.740204
20181017_16,96.34545
20181017_3,74.74626
20181017_9,92.87824
20181018_0,81.20835
20181019_12,86.02979
20181019_14,101.811714
20181019_22,90.20515
20181020_10,85.75303
20181020_15,98.02074
20181020_19,91.23279
20181021_13,83.41159
20181021_17,88.20691
20181021_23,79.07794
20181021_4,75.034325
20181021_6,74.2106
20181023_11,109.542725
20181023_17,100.026695
20181023_5,80.03157
20181024_13,106.74953
20181024_2,88.77777
20181024_8,89.45147
20181025_11,94.142136
20181025_16,98.17279
20181027_22,90.03961
20181027_7,86.78264
20181028_11,80.672455
20181028_21,92.57093
20181028_3,80.136475
20181029_13,105.74988
20181029_14,108.61846
20181029_22,93.415474
20181031_13,141.03745
20181031_17,145.07593
20181031_19,137.12056
20181101_15,148.00156
20181101_18,157.69666
20181101_23,118.62219
20181102_11,141.00143
20181104_23,79.53209
20181106_13,148.12656
20181106_7,60.142864
20181107_0,108.82481
20181109_17,137.8594
20181109_20,128.24353
20181109_5,87.55385
20181110_7,95.52015
20181111_13,107.18589
20181111_16,114.51948
20181112_11,112.96005
20181112_12,108.40305
20181112_13,103.15437
20181113_20,132.98753
20181113_7,95.03196
20181113_9,159.47884
20181114_23,126.53675
20181115_10,133.43414
20181115_11,148.15723
20181116_10,160.80623
20181116_12,130.02876
20181116_22,113.60291
20181116_3,103.39595
20181117_21,102.39825
20181117_3,96.63614
20181118_13,111.106445
20181118_18,102.87227
20181118_9,151.29326
20181119_11,131.99623
20181120_12,162.44614
20181120_15,209.4778
20181120_17,153.30249
20181120_3,112.745575
20181120_4,111.69038
20181121_0,125.27924
20181121_14,174.27975
20181121_7,113.67916
20181122_12,217.78676
20181122_15,180.14302
20181122_20,143.5697
20181122_4,103.12708
20181122_7,100.706436
20181123_20,132.8271
20181124_13,202.73743
20181124_5,104.161514
20181125_0,105.984276
20181125_15,115.69386
20181125_22,132.09311
20181127_0,123.61592
20181127_15,138.77205
20181127_7,105.528694
20181129_15,205.11333
20181129_8,204.87103
20181130_22,130.21577
20181201_15,150.36655
20181201_17,152.35915
20181201_6,103.80166
20181202_10,156.37802
20181202_20,123.18981
20181202_5,87.234116
20181203_14,95.32116
20181203_9,117.22795
20181204_22,120.27178
20181205_20,144.54706
20181205_23,118.13288
20181206_13,220.2774
20181206_7,108.36155
20181208_14,277.58884
20181208_18,185.36568
20181209_19,184.95047
20181209_3,128.68831
20181210_11,219.98517
20181211_10,262.45798
20181211_17,238.25952
20181212_23,166.77896
20181212_6,137.39403
20181213_0,151.70921
20181213_15,256.24716
20181213_6,123.33677
20181213_8,200.11655
20181214_21,150.325
20181215_13,219.63402
20181216_4,102.91376
20181217_19,121.00416
20181217_8,189.55829
20181219_13,211.16634
20181220_16,144.84323
20181220_19,113.40631
20181220_22,108.174545
20181221_11,242.74968
20181221_2,99.29469
20181222_2,105.43911
20181222_20,94.775345
20181222_21,90.74447
20181222_9,181.69003
20181224_1,63.533905
20181224_6,65.60564
20181225_13,88.34413
20181226_18,69.64299
20181227_0,72.32857
20181227_15,301.77866
20181227_21,175.19365
20181227_5,85.640396
20181228_15,310.78406
20181228_23,148.23405
20181228_6,102.90144
20181229_10,241.70056
20181229_20,152.66545
20181229_4,102.392235
20181229_9,200.76335
20181230_14,154.53899
20181230_15,179.83345
20181231_0,95.904755
20181231_13,174.03624
20181231_17,156.66318
20181231_22,144.68585
