Time,Power
20180315_19,100.53827
20180315_2,93.50526
20180316_13,102.618164
20180316_16,107.99246
20180316_23,96.92381
20180316_6,85.17322
20180317_1,93.91434
20180317_14,118.13465
20180317_18,110.349075
20180317_7,96.40613
20180318_7,79.76184
20180319_11,114.830414
20180319_15,79.547615
20180319_20,106.34742
20180320_16,152.33134
20180321_8,197.2584
20180323_14,164.82867
20180323_21,127.785065
20180323_8,181.71094
20180324_1,93.39665
20180324_18,109.20562
20180324_8,159.23624
20180325_13,96.35855
20180326_0,82.447586
20180327_18,109.6092
20180327_6,74.38432
20180329_23,93.047646
20180329_3,80.33362
20180329_8,72.84596
20180330_10,89.3241
20180330_22,93.74416
20180330_23,92.451096
20180330_6,70.70493
20180331_12,78.578705
20180331_15,104.0407
20180331_19,118.54596
20180331_2,75.496994
20180331_20,119.94509
20180331_3,71.9787
20180401_8,64.93684
20180404_17,70.54518
20180404_6,72.21939
20180405_1,70.693474
20180405_14,82.703125
20180405_20,83.52161
20180406_19,101.06994
20180406_20,105.84778
20180406_4,71.36738
20180406_7,79.43573
20180407_11,87.2024
20180407_7,71.17578
20180407_8,63.262817
20180409_16,112.14285
20180409_5,81.53346
20180410_20,113.86852
20180410_23,110.063065
20180410_6,83.31648
20180411_12,78.42612
20180411_13,95.82735
20180411_15,101.80565
20180411_23,99.39396
20180412_20,93.148964
20180412_7,77.02099
20180413_12,94.90329
20180413_15,108.72225
20180414_5,77.68162
20180415_12,80.95667
20180415_13,84.06564
20180416_19,90.37236
20180416_2,81.36777
20180416_20,92.3831
20180417_1,88.0346
20180418_5,79.58158
20180419_1,89.496956
20180419_11,93.8898
20180419_12,93.163666
20180419_4,84.707565
20180419_6,83.33586
20180421_22,81.90544
20180422_10,92.93192
20180422_7,74.09855
20180423_0,84.114265
20180423_12,121.06246
20180423_9,85.08572
20180424_17,99.93538
20180425_3,84.1086
20180425_4,81.604065
20180425_6,79.96373
20180426_12,99.04943
20180426_18,98.51897
20180427_11,80.449356
20180427_17,101.08183
20180427_18,97.04106
20180428_10,83.69421
20180429_10,91.166245
20180429_12,89.367256
20180429_17,100.446304
20180429_18,96.31876
20180429_4,73.79871
20180429_8,65.80722
20180430_23,74.34571
20180501_11,108.323616
20180502_1,80.11439
20180502_17,392.19034
20180502_2,77.2288
20180502_3,76.37722
20180503_14,103.46735
20180503_3,88.261894
20180504_17,828.4472
20180505_8,-0.32444048
20180506_16,107.55805
20180507_0,83.672676
20180507_1,76.15064
20180507_12,79.99852
20180507_17,98.27138
20180507_3,72.50932
20180508_0,92.91372
20180508_19,99.585945
20180508_2,82.60194
20180508_20,98.057884
20180508_21,93.442276
20180509_15,117.67244
20180509_17,118.04388
20180509_2,82.29197
20180509_5,78.48345
20180509_7,76.97363
20180510_20,104.704056
20180510_8,61.09308
20180511_10,87.25977
20180511_2,81.71592
20180511_4,77.0404
20180511_5,73.8254
20180512_3,80.57659
20180512_6,74.74939
20180513_15,127.16967
20180513_6,69.774284
20180513_9,81.21503
20180514_17,100.32187
20180515_10,97.93268
20180515_15,134.01381
20180515_2,80.70458
20180516_19,133.94038
20180516_22,124.111084
20180517_14,162.35359
20180519_10,122.148796
20180519_13,153.53217
20180519_17,141.04776
20180519_21,122.74126
20180519_7,93.10508
20180519_9,114.156
20180520_16,112.803825
20180520_22,92.58312
20180520_7,83.89095
20180521_17,116.36959
20180521_5,70.82855
20180522_21,93.369736
20180523_11,100.46961
20180524_14,134.7497
20180524_2,88.03158
20180524_3,86.21471
20180525_22,111.124435
20180525_6,82.31423
20180526_17,129.6421
20180526_7,82.00765
20180526_8,90.51948
20180527_0,84.40103
20180527_18,111.842316
20180527_2,77.47081
20180528_20,104.53316
20180529_10,152.4544
20180529_16,160.30644
20180529_20,134.53569
20180530_21,145.72844
20180601_14,222.33789
20180601_15,207.97755
20180601_5,76.01857
20180602_1,100.38119
20180602_2,99.61328
20180603_14,159.56197
20180603_5,72.82678
20180604_16,144.90594
20180604_8,80.80416
20180605_19,157.69635
20180606_1,105.354996
20180606_19,142.25377
20180606_3,99.89275
20180607_11,166.05324
20180607_23,130.97435
20180608_0,119.45216
20180608_13,191.9552
20180608_17,151.74402
20180608_22,148.15462
20180608_3,101.97398
20180608_4,95.03869
20180609_11,156.14684
20180610_4,90.71675
20180611_2,95.449486
20180611_22,106.97225
20180611_6,83.83996
20180612_20,125.580246
20180612_6,81.17175
20180613_1,98.992645
20180613_21,129.12233
20180614_2,93.04059
20180614_6,80.98456
20180615_6,100.830345
20180615_8,125.46743
20180615_9,148.18765
20180616_0,111.21445
20180616_1,106.73546
20180616_11,161.73605
20180616_17,162.62767
20180616_18,146.8082
20180616_19,147.01466
20180616_4,95.48874
20180616_6,92.14903
20180617_19,108.057205
20180617_20,103.694664
20180618_3,80.83391
20180619_11,206.14612
20180619_14,225.98824
20180619_2,110.25394
20180620_1,114.58994
20180621_14,239.4232
20180621_19,140.66116
20180621_22,127.07769
20180621_4,97.467705
20180622_11,196.4902
20180622_18,148.68045
20180622_22,130.3043
20180622_8,145.02896
20180622_9,176.07718
20180623_12,242.30316
20180623_19,149.07779
20180623_23,130.27069
20180624_22,89.99152
20180625_22,96.25177
20180625_4,74.33773
20180625_8,105.65846
20180626_20,161.2494
20180627_5,87.35067
20180628_19,160.12294
20180628_6,90.74568
20180629_18,152.48839
20180629_19,146.32518
20180629_20,138.74731
20180629_3,107.74486
20180630_13,247.28612
20180630_23,111.987915
20180701_13,139.16547
20180701_19,104.82936
20180701_9,116.16624
20180702_22,84.99262
20180703_13,221.25293
20180703_18,153.28897
20180703_19,144.5336
20180703_23,115.989914
20180703_6,81.686356
20180704_0,104.10454
20180704_17,168.1242
20180704_19,142.63667
20180704_2,95.05082
20180704_20,141.71046
20180704_9,198.76254
20180705_2,96.71478
20180705_4,90.00697
20180705_5,88.03827
20180706_10,204.43643
20180706_21,129.08582
20180707_7,86.52757
20180708_15,160.26254
20180709_4,63.468792
20180711_1,110.83671
20180711_2,102.79514
20180712_10,208.16792
20180712_11,222.13531
20180712_23,132.64236
20180712_4,96.92484
20180713_1,120.997765
20180713_12,247.27606
20180713_14,270.0289
20180713_2,112.9562
20180713_21,156.0687
20180714_1,116.295876
20180715_5,68.37394
20180716_12,182.15326
20180716_2,97.92577
20180716_6,84.518135
20180716_7,87.63733
20180717_17,259.39035
20180717_18,206.78284
20180717_2,124.53642
20180718_17,274.6832
20180719_10,286.14337
20180719_15,306.42758
20180719_19,199.94365
20180719_21,187.17017
20180720_0,137.41673
20180720_11,291.82986
20180720_13,301.68207
20180720_18,199.19688
20180721_17,277.1616
20180722_10,229.44243
20180722_12,237.36914
20180722_14,229.94543
20180722_20,144.03435
20180722_3,95.66463
20180723_18,137.7349
20180723_23,105.800545
20180723_8,162.04172
20180724_18,239.95793
20180724_9,268.84558
20180725_23,185.73885
20180725_9,275.013
20180726_0,141.73386
20180726_12,334.20493
20180726_14,342.80725
20180726_3,123.77789
20180726_7,131.66547
20180726_9,276.30542
20180727_11,302.09198
20180727_12,311.0752
20180727_16,320.76395
20180727_9,263.93698
20180728_16,326.65033
20180729_0,126.11236
20180729_14,227.6507
20180729_2,112.00846
20180729_23,141.07574
20180730_12,214.13141
20180730_14,230.68149
20180730_23,147.6815
20180730_5,100.13277
20180730_7,97.12178
20180801_10,327.7189
20180802_11,331.41873
20180802_19,227.37177
20180802_8,224.07777
20180803_5,115.391045
20180803_6,115.391045
20180803_8,222.96536
20180804_12,338.9225
20180804_2,132.47533
20180804_4,123.76409
20180805_4,95.74205
20180806_12,172.49779
20180806_2,110.63888
20180806_22,155.35902
20180806_6,100.421425
20180806_8,94.6093
20180807_16,343.96896
20180807_17,309.5858
20180807_20,233.05994
20180807_3,121.73731
20180807_6,118.38908
20180809_1,155.21518
20180809_10,337.58466
20180809_14,353.32867
20180809_5,136.92958
20180809_7,147.00897
20180810_4,131.15855
20180810_8,231.64806
20180811_5,133.19983
20180812_3,88.67729
20180812_7,43.841503
20180813_13,213.86302
20180814_13,329.21597
20180814_19,233.63797
20180815_0,157.71149
20180815_22,214.7651
20180816_14,275.8814
20180816_16,266.0597
20180816_23,163.58815
20180817_12,298.51138
20180817_13,303.38034
20180817_14,306.39938
20180817_16,294.19788
20180817_4,125.15665
20180818_16,282.39005
20180818_4,116.83823
20180818_8,182.12146
20180819_17,179.96808
20180819_20,140.35251
20180819_3,89.793625
20180819_4,67.09421
20180820_12,196.49908
20180820_13,203.4601
20180820_20,145.33195
20180821_20,187.43034
20180821_7,138.03552
20180822_16,290.6806
20180822_9,245.75089
20180823_2,126.32359
20180823_20,191.62503
20180823_23,158.78839
20180823_7,149.41391
20180824_1,123.61302
20180824_23,136.74002
20180824_5,115.552505
20180824_7,142.63655
20180825_1,107.38994
20180825_11,250.84505
20180825_3,93.8788
20180825_8,161.3387
20180825_9,193.81958
20180826_17,147.89784
20180826_20,111.058815
20180827_1,101.61931
20180827_13,136.40514
20180827_23,87.55743
20180828_10,169.44775
20180828_17,201.83566
20180828_5,86.03145
20180829_10,212.65276
20180829_20,162.57568
20180830_15,311.82715
20180830_2,116.43826
20180830_20,185.96321
20180831_14,323.5043
20180831_23,136.14903
20180831_8,191.44778
20180901_6,102.76595
20180902_18,138.86778
20180902_4,86.95463
20180902_6,86.321785
20180903_10,127.857346
20180903_2,97.15162
20180904_14,214.95015
20180905_22,173.62007
20180906_12,271.1068
20180906_22,156.15823
20180906_6,92.42083
20180907_15,224.03494
20180907_3,96.865555
20180908_5,91.23288
20180910_16,151.5005
20180910_22,98.81665
20180911_12,142.78427
20180911_18,147.5828
20180912_12,138.80649
20180912_21,127.61053
20180913_13,156.13358
20180913_5,86.536736
20180914_22,127.098206
20180914_4,92.202576
20180914_6,89.37571
20180914_8,104.882286
20180915_19,126.339966
20180915_21,120.20048
20180915_5,85.85624
20180916_1,95.68648
20180916_8,77.29902
20180917_13,132.22536
20180917_14,137.42876
20180917_22,101.63971
20180917_3,87.60926
20180917_9,104.18556
20180918_15,196.97643
20180919_23,130.51942
20180919_4,93.647575
20180920_13,156.6017
20180921_22,113.43825
20180921_8,101.78586
20180922_10,110.48768
20180922_13,83.39059
20180922_2,96.48289
20180922_22,87.08655
20180922_5,83.26258
20180923_5,79.20426
20180923_7,83.13891
20180924_18,94.56943
20180924_20,90.560844
20180925_13,76.06011
20180925_19,88.90788
20180925_7,69.577484
20180926_14,91.17163
20180926_2,84.51611
20180926_6,74.292076
20180927_1,87.3147
20180927_2,83.01249
20180928_12,120.56871
20180928_14,104.44872
20180928_17,107.71644
20180928_20,107.411606
20180928_22,99.37829
20180928_23,94.37978
20180928_8,85.736534
20180929_15,115.70684
20180929_2,86.28223
20180929_3,81.28725
20180930_8,83.16086
20181002_23,96.88499
20181002_4,80.50069
20181002_8,82.42709
20181003_10,106.23301
20181004_1,82.65228
20181004_11,98.78564
20181004_5,79.15801
20181005_23,106.27057
20181005_6,81.794846
20181006_1,83.069145
20181006_15,122.91265
20181006_16,122.170074
20181007_10,104.82227
20181007_13,106.09654
20181007_14,100.261536
20181007_17,93.308624
20181007_2,78.97466
20181007_7,75.76273
20181008_20,90.80441
20181008_4,73.417595
20181009_21,96.56793
20181009_22,94.69412
20181009_5,75.38505
20181010_12,73.85496
20181010_13,78.84943
20181011_10,93.36439
20181011_11,96.373604
20181011_19,100.09607
20181011_23,90.97219
20181013_14,107.41032
20181013_18,102.04326
20181013_8,84.25753
20181014_14,101.00481
20181014_8,94.33831
20181015_15,104.9686
20181016_14,82.8839
20181017_15,90.34006
20181017_16,82.161125
20181017_3,79.75542
20181017_9,71.61935
20181018_0,82.26751
20181019_12,91.78734
20181019_14,93.51639
20181019_22,92.58157
20181020_10,96.27804
20181020_15,100.40379
20181020_19,95.80597
20181021_13,91.5586
20181021_17,78.97909
20181021_23,77.531395
20181021_4,69.72278
20181021_6,68.18752
20181023_11,96.26915
20181023_17,98.1888
20181023_5,64.90003
20181024_13,93.63155
20181024_2,12.555759
20181024_8,26.037754
20181025_11,87.64306
20181025_16,105.6971
20181027_22,102.86238
20181027_7,80.3062
20181028_11,105.37948
20181028_21,94.49082
20181028_3,77.820946
20181029_13,108.93577
20181029_14,105.199814
20181029_22,101.65011
20181031_13,127.52342
20181031_17,135.85081
20181031_19,137.47467
20181101_15,139.2672
20181101_18,146.12183
20181101_23,118.06977
20181102_11,139.72037
20181104_23,75.83868
20181106_13,146.65955
20181106_7,60.884716
20181107_0,100.565704
20181109_17,139.31468
20181109_20,127.586845
20181109_5,92.885544
20181110_7,94.256836
20181111_13,128.84695
20181111_16,134.00832
20181112_11,120.566734
20181112_12,112.29207
20181112_13,115.97192
20181113_20,125.19644
20181113_7,94.5592
20181113_9,142.23943
20181114_23,121.95679
20181115_10,151.23685
20181115_11,148.31438
20181116_10,134.07535
20181116_12,128.80702
20181116_22,120.10142
20181116_3,102.11886
20181117_21,113.24097
20181117_3,97.70231
20181118_13,130.60034
20181118_18,114.75462
20181118_9,128.15753
20181119_11,126.86599
20181120_12,171.70108
20181120_15,178.3424
20181120_17,149.34346
20181120_3,104.113815
20181120_4,101.0055
20181121_0,121.09628
20181121_14,179.4134
20181121_7,127.74597
20181122_12,214.35556
20181122_15,229.48705
20181122_20,148.12643
20181122_4,114.854355
20181122_7,139.91866
20181123_20,152.92311
20181124_13,217.9539
20181124_5,98.93382
20181125_0,98.606865
20181125_15,139.14299
20181125_22,123.2672
20181127_0,118.44513
20181127_15,178.06227
20181127_7,102.52705
20181129_15,204.2648
20181129_8,196.45496
20181130_22,139.01205
20181201_15,135.79805
20181201_17,134.35088
20181201_6,90.31142
20181202_10,101.3284
20181202_20,120.69469
20181202_5,79.32055
20181203_14,108.97679
20181203_9,107.76235
20181204_22,123.685104
20181205_20,134.78339
20181205_23,114.78785
20181206_13,247.9057
20181206_7,119.92648
20181208_14,268.2064
20181208_18,178.97047
20181209_19,182.66124
20181209_3,134.93706
20181210_11,173.15785
20181211_10,232.34048
20181211_17,254.52298
20181212_23,182.0923
20181212_6,139.32167
20181213_0,166.56895
20181213_15,269.85104
20181213_6,139.50153
20181213_8,224.71864
20181214_21,157.93344
20181215_13,224.96887
20181216_4,101.47688
20181217_19,110.10298
20181217_8,145.89807
20181219_13,203.70166
20181220_16,157.59769
20181220_19,117.87775
20181220_22,116.60972
20181221_11,189.56226
20181221_2,101.51721
20181222_2,101.305214
20181222_20,84.67513
20181222_21,83.2489
20181222_9,146.03589
20181224_1,63.990574
20181224_6,61.51822
20181225_13,83.948135
20181226_18,96.94287
20181227_0,85.2525
20181227_15,284.8445
20181227_21,155.96635
20181227_5,72.78792
20181228_15,302.12784
20181228_23,122.80412
20181228_6,102.79375
20181229_10,257.81573
20181229_20,157.21045
20181229_4,113.3959
20181229_9,201.46602
20181230_14,149.00029
20181230_15,164.34769
20181231_0,117.88181
20181231_13,113.60966
20181231_17,144.45644
20181231_22,151.21649
